Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Occurrence Year,Occurrence Month,Occurrence Hour
150,2020-07-01 08:00:00,2020-01-07 05:00:00,07-01-2020 11:19,Patna,157,SHOPLIFTING,46,F,Knife,Other Crime,1,Yes,2020-04-03 08:00:00,2020,1,11.0
151,2020-08-01 08:00:00,2020-01-07 06:00:00,07-01-2020 13:59,Bhopal,241,DRUG OFFENSE,35,F,Blunt Object,Other Crime,3,Yes,2020-03-27 08:00:00,2020,1,13.0
152,2020-07-01 08:00:00,2020-01-07 07:00:00,07-01-2020 16:17,Bangalore,311,ILLEGAL POSSESSION,67,M,Unknown,Other Crime,16,No,,2020,1,16.0
153,2020-08-01 01:00:00,2020-01-07 08:00:00,07-01-2020 17:21,Delhi,248,IDENTITY THEFT,23,F,Knife,Violent Crime,16,No,,2020,1,17.0
154,2020-09-01 16:00:00,2020-01-07 09:00:00,07-01-2020 19:49,Chennai,523,KIDNAPPING,39,F,Other,Other Crime,11,No,,2020,1,19.0
155,2020-10-01 06:00:00,2020-01-07 10:00:00,07-01-2020 19:37,Bangalore,238,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,5,No,,2020,1,19.0
156,2020-10-01 05:00:00,2020-01-07 11:00:00,07-01-2020 12:05,Pune,109,DOMESTIC VIOLENCE,71,F,Blunt Object,Violent Crime,14,Yes,2020-04-02 05:00:00,2020,1,12.0
157,2020-07-01 13:00:00,2020-01-07 12:00:00,07-01-2020 13:48,Hyderabad,448,COUNTERFEITING,32,F,Other,Other Crime,8,No,,2020,1,13.0
158,2020-08-01 16:00:00,2020-01-07 13:00:00,08-01-2020 03:32,Ahmedabad,588,HOMICIDE,18,F,Firearm,Other Crime,13,No,,2020,1,3.0
159,2020-09-01 18:00:00,2020-01-07 14:00:00,08-01-2020 06:49,Delhi,236,VEHICLE - STOLEN,38,F,Poison,Violent Crime,15,Yes,2020-02-08 18:00:00,2020,1,6.0
160,2020-07-01 19:00:00,2020-01-07 15:00:00,08-01-2020 14:26,Kolkata,509,ASSAULT,27,F,Blunt Object,Violent Crime,17,Yes,2020-03-22 19:00:00,2020,1,14.0
161,2020-09-01 03:00:00,2020-01-07 16:00:00,08-01-2020 09:21,Meerut,321,COUNTERFEITING,30,F,Knife,Other Crime,13,Yes,2020-02-19 03:00:00,2020,1,9.0
162,2020-07-01 21:00:00,2020-01-07 17:00:00,07-01-2020 17:22,Surat,420,CYBERCRIME,17,F,Unknown,Other Crime,12,No,,2020,1,17.0
163,2020-09-01 16:00:00,2020-01-07 18:00:00,08-01-2020 09:50,Pune,589,SHOPLIFTING,39,F,Knife,Other Crime,15,No,,2020,1,9.0
164,2020-08-01 20:00:00,2020-01-07 19:00:00,08-01-2020 02:04,Pune,492,ARSON,66,F,Firearm,Fire Accident,5,No,,2020,1,2.0
165,2020-10-01 00:00:00,2020-01-07 20:00:00,08-01-2020 06:07,Ghaziabad,312,SEXUAL ASSAULT,11,F,Firearm,Violent Crime,9,Yes,2020-12-23 00:00:00,2020,1,6.0
166,2020-10-01 14:00:00,2020-01-07 21:00:00,08-01-2020 00:42,Ahmedabad,234,VANDALISM,54,M,Firearm,Other Crime,19,Yes,2020-03-10 14:00:00,2020,1,0.0
167,2020-08-01 16:00:00,2020-01-07 22:00:00,08-01-2020 05:25,Delhi,470,VANDALISM,79,M,Explosives,Other Crime,13,Yes,2020-01-27 16:00:00,2020,1,5.0
168,2020-08-01 22:00:00,2020-01-07 23:00:00,08-01-2020 02:01,Delhi,518,FRAUD,12,F,Firearm,Other Crime,3,Yes,2020-03-04 22:00:00,2020,1,2.0
169,2020-08-01 16:00:00,2020-01-08 00:00:00,08-01-2020 00:14,Lucknow,295,DRUG OFFENSE,19,F,Blunt Object,Other Crime,16,No,,2020,1,0.0
170,2020-10-01 07:00:00,2020-01-08 01:00:00,08-01-2020 05:22,Kalyan,342,TRAFFIC VIOLATION,21,F,Knife,Traffic Fatality,8,Yes,2020-01-17 07:00:00,2020,1,5.0
171,2020-09-01 11:00:00,2020-01-08 02:00:00,08-01-2020 18:43,Agra,352,COUNTERFEITING,24,M,Unknown,Other Crime,14,Yes,2020-03-11 11:00:00,2020,1,18.0
172,2020-08-01 15:00:00,2020-01-08 03:00:00,09-01-2020 01:57,Jaipur,305,TRAFFIC VIOLATION,58,M,Poison,Traffic Fatality,4,No,,2020,1,1.0
173,2020-11-01 03:00:00,2020-01-08 04:00:00,08-01-2020 13:20,Hyderabad,245,SEXUAL ASSAULT,51,F,Blunt Object,Violent Crime,17,Yes,2021-10-29 03:00:00,2020,1,13.0
174,2020-09-01 20:00:00,2020-01-08 05:00:00,09-01-2020 01:34,Indore,438,DRUG OFFENSE,40,F,Unknown,Other Crime,7,No,,2020,1,1.0
175,2020-09-01 00:00:00,2020-01-08 06:00:00,08-01-2020 10:27,Surat,144,ROBBERY,64,M,Blunt Object,Violent Crime,13,Yes,2020-06-15 00:00:00,2020,1,10.0
176,2020-09-01 23:00:00,2020-01-08 07:00:00,08-01-2020 22:06,Lucknow,292,BURGLARY,66,F,Unknown,Other Crime,14,Yes,2020-06-28 23:00:00,2020,1,22.0
177,2020-08-01 14:00:00,2020-01-08 08:00:00,09-01-2020 02:25,Chennai,134,FIREARM OFFENSE,28,F,Firearm,Fire Accident,8,Yes,2020-03-21 14:00:00,2020,1,2.0
178,2020-09-01 15:00:00,2020-01-08 09:00:00,08-01-2020 16:59,Mumbai,331,ILLEGAL POSSESSION,54,F,Unknown,Other Crime,11,No,,2020,1,16.0
179,2020-10-01 12:00:00,2020-01-08 10:00:00,09-01-2020 07:31,Agra,191,FRAUD,42,F,Knife,Other Crime,8,No,,2020,1,7.0
180,2020-10-01 01:00:00,2020-01-08 11:00:00,09-01-2020 02:31,Pune,584,DOMESTIC VIOLENCE,72,M,Blunt Object,Violent Crime,14,Yes,2020-01-23 01:00:00,2020,1,2.0
181,2020-10-01 18:00:00,2020-01-08 12:00:00,09-01-2020 07:34,Bangalore,341,TRAFFIC VIOLATION,23,F,Poison,Traffic Fatality,1,No,,2020,1,7.0
182,2020-10-01 13:00:00,2020-01-08 13:00:00,09-01-2020 12:16,Mumbai,541,CYBERCRIME,53,F,Poison,Other Crime,9,No,,2020,1,12.0
183,2020-10-01 09:00:00,2020-01-08 14:00:00,08-01-2020 17:18,Ahmedabad,133,SEXUAL ASSAULT,28,F,Firearm,Violent Crime,12,Yes,2021-05-09 09:00:00,2020,1,17.0
184,2020-10-01 04:00:00,2020-01-08 15:00:00,08-01-2020 23:28,Hyderabad,422,SEXUAL ASSAULT,27,F,Unknown,Violent Crime,4,No,,2020,1,23.0
185,2020-08-01 19:00:00,2020-01-08 16:00:00,08-01-2020 17:27,Mumbai,151,FRAUD,67,F,Other,Other Crime,19,Yes,2020-03-03 19:00:00,2020,1,17.0
186,2020-11-01 15:00:00,2020-01-08 17:00:00,09-01-2020 08:32,Bangalore,287,FRAUD,70,F,Other,Other Crime,8,Yes,2020-03-12 15:00:00,2020,1,8.0
187,2020-09-01 09:00:00,2020-01-08 18:00:00,09-01-2020 10:28,Delhi,541,VANDALISM,75,F,Blunt Object,Other Crime,4,Yes,2020-02-13 09:00:00,2020,1,10.0
188,2020-09-01 18:00:00,2020-01-08 19:00:00,09-01-2020 18:53,Nagpur,236,IDENTITY THEFT,66,F,Unknown,Violent Crime,14,Yes,2020-03-15 18:00:00,2020,1,18.0
189,2020-09-01 04:00:00,2020-01-08 20:00:00,09-01-2020 03:24,Hyderabad,415,EXTORTION,24,F,Knife,Other Crime,2,Yes,2020-03-23 04:00:00,2020,1,3.0
190,2020-11-01 05:00:00,2020-01-08 21:00:00,08-01-2020 21:24,Chennai,151,CYBERCRIME,44,M,Explosives,Other Crime,15,Yes,2020-02-12 05:00:00,2020,1,21.0
191,2020-09-01 15:00:00,2020-01-08 22:00:00,09-01-2020 15:53,Chennai,268,KIDNAPPING,63,F,Knife,Other Crime,9,No,,2020,1,15.0
192,2020-09-01 02:00:00,2020-01-08 23:00:00,09-01-2020 20:39,Delhi,381,IDENTITY THEFT,18,M,Blunt Object,Violent Crime,11,Yes,2020-01-20 02:00:00,2020,1,20.0
193,2020-10-01 20:00:00,2020-01-09 00:00:00,09-01-2020 05:28,Ghaziabad,249,PUBLIC INTOXICATION,19,F,Unknown,Other Crime,3,No,,2020,1,5.0
194,2020-09-01 09:00:00,2020-01-09 01:00:00,09-01-2020 04:00,Jaipur,389,DOMESTIC VIOLENCE,49,M,Unknown,Violent Crime,12,Yes,2020-03-06 09:00:00,2020,1,4.0
195,2020-11-01 16:00:00,2020-01-09 02:00:00,09-01-2020 08:16,Delhi,235,ILLEGAL POSSESSION,33,F,Poison,Other Crime,12,No,,2020,1,8.0
196,2020-10-01 04:00:00,2020-01-09 03:00:00,10-01-2020 00:18,Lucknow,562,DOMESTIC VIOLENCE,56,M,Other,Violent Crime,4,Yes,2020-02-14 04:00:00,2020,1,0.0
197,2020-10-01 10:00:00,2020-01-09 04:00:00,09-01-2020 15:55,Ahmedabad,287,PUBLIC INTOXICATION,32,M,Explosives,Other Crime,1,Yes,2020-01-24 10:00:00,2020,1,15.0
198,2020-11-01 17:00:00,2020-01-09 05:00:00,09-01-2020 10:20,Hyderabad,316,EXTORTION,25,F,Explosives,Other Crime,10,Yes,2020-01-22 17:00:00,2020,1,10.0
199,2020-10-01 09:00:00,2020-01-09 06:00:00,09-01-2020 21:01,Delhi,367,ARSON,62,F,Firearm,Fire Accident,3,No,,2020,1,21.0
200,2020-11-01 13:00:00,2020-01-09 07:00:00,10-01-2020 02:06,Nashik,471,HOMICIDE,56,F,Blunt Object,Other Crime,4,No,,2020,1,2.0
201,2020-11-01 23:00:00,2020-01-09 08:00:00,10-01-2020 04:27,Srinagar,365,COUNTERFEITING,27,F,Blunt Object,Other Crime,8,Yes,2020-02-05 23:00:00,2020,1,4.0
202,2020-12-01 08:00:00,2020-01-09 09:00:00,09-01-2020 18:52,Nagpur,484,FRAUD,63,M,Explosives,Other Crime,13,No,,2020,1,18.0
203,2020-10-01 04:00:00,2020-01-09 10:00:00,09-01-2020 12:58,Mumbai,257,DRUG OFFENSE,34,F,Blunt Object,Other Crime,2,Yes,2020-03-15 04:00:00,2020,1,12.0
204,2020-11-01 16:00:00,2020-01-09 11:00:00,09-01-2020 13:00,Lucknow,427,KIDNAPPING,16,F,Firearm,Other Crime,5,Yes,2020-03-14 16:00:00,2020,1,13.0
205,2020-11-01 04:00:00,2020-01-09 12:00:00,10-01-2020 02:34,Hyderabad,340,SHOPLIFTING,59,F,Other,Other Crime,13,Yes,2020-03-03 04:00:00,2020,1,2.0
206,2020-09-01 22:00:00,2020-01-09 13:00:00,09-01-2020 23:51,Thane,246,VEHICLE - STOLEN,44,F,Unknown,Violent Crime,7,Yes,2020-02-29 22:00:00,2020,1,23.0
207,2020-11-01 08:00:00,2020-01-09 14:00:00,10-01-2020 12:37,Bangalore,376,COUNTERFEITING,21,F,Blunt Object,Other Crime,3,Yes,2020-02-10 08:00:00,2020,1,12.0
208,2020-09-01 19:00:00,2020-01-09 15:00:00,09-01-2020 20:15,Patna,542,ASSAULT,59,M,Unknown,Violent Crime,2,No,,2020,1,20.0
209,2020-10-01 11:00:00,2020-01-09 16:00:00,09-01-2020 17:29,Hyderabad,257,EXTORTION,41,F,Explosives,Other Crime,17,No,,2020,1,17.0
210,2020-12-01 03:00:00,2020-01-09 17:00:00,10-01-2020 06:07,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,2020-01-14 03:00:00,2020,1,6.0
211,2020-11-01 10:00:00,2020-01-09 18:00:00,09-01-2020 20:05,Bhopal,148,COUNTERFEITING,15,M,Explosives,Other Crime,6,No,,2020,1,20.0
212,2020-10-01 00:00:00,2020-01-09 19:00:00,10-01-2020 14:15,Delhi,439,FIREARM OFFENSE,34,M,Blunt Object,Fire Accident,17,No,,2020,1,14.0
213,2020-11-01 23:00:00,2020-01-09 20:00:00,10-01-2020 07:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,2020-01-21 23:00:00,2020,1,7.0
214,2020-11-01 05:00:00,2020-01-09 21:00:00,10-01-2020 02:45,Bangalore,239,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,13,Yes,2020-03-13 05:00:00,2020,1,2.0
215,2020-11-01 16:00:00,2020-01-09 22:00:00,10-01-2020 00:56,Delhi,267,SEXUAL ASSAULT,44,M,Explosives,Violent Crime,1,Yes,2021-09-01 16:00:00,2020,1,0.0
216,2020-10-01 16:00:00,2020-01-09 23:00:00,10-01-2020 09:23,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,,2020,1,9.0
217,2020-12-01 18:00:00,2020-01-10 00:00:00,10-01-2020 05:32,Kolkata,572,COUNTERFEITING,73,M,Unknown,Other Crime,2,Yes,2020-02-23 18:00:00,2020,1,5.0
218,2020-11-01 15:00:00,2020-01-10 01:00:00,10-01-2020 23:36,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,,2020,1,23.0
219,2020-12-01 20:00:00,2020-01-10 02:00:00,10-01-2020 08:44,Pune,336,TRAFFIC VIOLATION,61,M,Other,Traffic Fatality,10,No,,2020,1,8.0
220,2020-12-01 11:00:00,2020-01-10 03:00:00,10-01-2020 17:27,Nagpur,563,BURGLARY,68,F,Knife,Other Crime,18,No,,2020,1,17.0
221,2020-10-01 23:00:00,2020-01-10 04:00:00,11-01-2020 03:16,Kolkata,218,VEHICLE - STOLEN,24,F,Unknown,Violent Crime,1,Yes,2020-02-15 23:00:00,2020,1,3.0
222,2020-11-01 08:00:00,2020-01-10 05:00:00,10-01-2020 05:29,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,2020-01-22 08:00:00,2020,1,5.0
223,2020-11-01 21:00:00,2020-01-10 06:00:00,10-01-2020 19:37,Bangalore,570,FRAUD,55,F,Poison,Other Crime,11,No,,2020,1,19.0
224,2020-12-01 21:00:00,2020-01-10 07:00:00,10-01-2020 23:31,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,2020-05-01 21:00:00,2020,1,23.0
225,2020-10-01 19:00:00,2020-01-10 08:00:00,11-01-2020 00:10,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,2020-04-01 19:00:00,2020,1,0.0
226,2020-10-01 15:00:00,2020-01-10 09:00:00,10-01-2020 15:46,Surat,340,HOMICIDE,51,F,Explosives,Other Crime,8,No,,2020,1,15.0
227,2020-12-01 16:00:00,2020-01-10 10:00:00,10-01-2020 23:35,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,2020-03-16 16:00:00,2020,1,23.0
228,2020-10-01 16:00:00,2020-01-10 11:00:00,11-01-2020 01:56,Pune,269,COUNTERFEITING,65,F,Blunt Object,Other Crime,6,No,,2020,1,1.0
229,,2020-01-10 12:00:00,11-01-2020 04:03,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,2020-02-25 05:00:00,2020,1,4.0
230,2020-11-01 00:00:00,2020-01-10 13:00:00,11-01-2020 08:27,Ahmedabad,190,VANDALISM,35,M,Poison,Other Crime,8,No,,2020,1,8.0
231,2020-12-01 23:00:00,2020-01-10 14:00:00,10-01-2020 22:47,Pune,429,IDENTITY THEFT,45,M,Blunt Object,Violent Crime,1,No,,2020,1,22.0
232,2020-12-01 15:00:00,2020-01-10 15:00:00,11-01-2020 04:38,Patna,547,ARSON,32,F,Unknown,Fire Accident,12,Yes,2020-02-15 15:00:00,2020,1,4.0
233,2020-12-01 17:00:00,2020-01-10 16:00:00,10-01-2020 19:09,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,,2020,1,19.0
234,2020-11-01 17:00:00,2020-01-10 17:00:00,11-01-2020 03:46,Kolkata,254,ASSAULT,40,M,Poison,Violent Crime,14,No,,2020,1,3.0
235,2020-12-01 21:00:00,2020-01-10 18:00:00,10-01-2020 20:30,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,2020-01-14 21:00:00,2020,1,20.0
236,,2020-01-10 19:00:00,10-01-2020 22:34,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,Yes,2020-04-07 02:00:00,2020,1,22.0
237,2020-12-01 13:00:00,2020-01-10 20:00:00,11-01-2020 06:53,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,No,,2020,1,6.0
238,2020-12-01 02:00:00,2020-01-10 21:00:00,11-01-2020 04:23,Chennai,583,CYBERCRIME,35,M,Knife,Other Crime,4,No,,2020,1,4.0
239,2020-12-01 17:00:00,2020-01-10 22:00:00,11-01-2020 10:13,Delhi,418,FIREARM OFFENSE,65,M,Knife,Fire Accident,15,No,,2020,1,10.0
240,2020-11-01 11:00:00,2020-01-10 23:00:00,11-01-2020 11:41,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,,2020,1,11.0
241,2020-12-01 14:00:00,2020-01-11 00:00:00,11-01-2020 00:34,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,,2020,1,0.0
242,2020-11-01 08:00:00,2020-01-11 01:00:00,11-01-2020 03:03,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,2020-02-12 08:00:00,2020,1,3.0
243,2020-12-01 01:00:00,2020-01-11 02:00:00,11-01-2020 11:51,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,2020-04-06 01:00:00,2020,1,11.0
244,,2020-01-11 03:00:00,11-01-2020 10:11,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,2020-08-21 22:00:00,2020,1,10.0
245,,2020-01-11 04:00:00,11-01-2020 14:49,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,2020-06-27 00:00:00,2020,1,14.0
246,2020-11-01 21:00:00,2020-01-11 05:00:00,11-01-2020 17:14,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,,2020,1,17.0
247,,2020-01-11 06:00:00,11-01-2020 08:58,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,2020-03-24 11:00:00,2020,1,8.0
248,,2020-01-11 07:00:00,11-01-2020 20:32,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,2020-02-28 03:00:00,2020,1,20.0
249,,2020-01-11 08:00:00,12-01-2020 07:14,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,2020-03-26 23:00:00,2020,1,7.0
250,,2020-01-11 09:00:00,11-01-2020 21:57,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,2020-01-23 22:00:00,2020,1,21.0
251,,2020-01-11 10:00:00,12-01-2020 02:39,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,,2020,1,2.0
252,,2020-01-11 11:00:00,11-01-2020 15:11,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,2020-03-31 05:00:00,2020,1,15.0
253,2020-12-01 03:00:00,2020-01-11 12:00:00,12-01-2020 01:17,Hyderabad,362,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,10,Yes,2020-02-06 03:00:00,2020,1,1.0
254,2020-12-01 18:00:00,2020-01-11 13:00:00,11-01-2020 15:04,Nashik,123,ILLEGAL POSSESSION,39,M,Unknown,Other Crime,3,Yes,2020-01-20 18:00:00,2020,1,15.0
255,,2020-01-11 14:00:00,11-01-2020 21:38,Meerut,233,FIREARM OFFENSE,68,M,Explosives,Fire Accident,18,No,,2020,1,21.0
256,,2020-01-11 15:00:00,12-01-2020 06:45,Kolkata,581,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,9,Yes,2020-01-20 17:00:00,2020,1,6.0
257,2020-12-01 13:00:00,2020-01-11 16:00:00,12-01-2020 00:13,Hyderabad,230,EXTORTION,47,M,Blunt Object,Other Crime,4,Yes,2020-02-10 13:00:00,2020,1,0.0
258,2020-11-01 19:00:00,2020-01-11 17:00:00,11-01-2020 17:21,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,,2020,1,17.0
259,2020-12-01 22:00:00,2020-01-11 18:00:00,11-01-2020 22:11,Mumbai,151,EXTORTION,33,M,Poison,Other Crime,8,Yes,2020-04-02 22:00:00,2020,1,22.0
260,,2020-01-11 19:00:00,12-01-2020 08:18,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,No,,2020,1,8.0
261,2020-12-01 20:00:00,2020-01-11 20:00:00,12-01-2020 01:13,Chennai,542,BURGLARY,11,F,Unknown,Other Crime,7,Yes,2020-05-28 20:00:00,2020,1,1.0
262,2020-12-01 22:00:00,2020-01-11 21:00:00,12-01-2020 07:49,Ghaziabad,145,COUNTERFEITING,49,M,Blunt Object,Other Crime,13,Yes,2020-02-06 22:00:00,2020,1,7.0
263,2020-12-01 20:00:00,2020-01-11 22:00:00,12-01-2020 08:50,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,No,,2020,1,8.0
264,,2020-01-11 23:00:00,12-01-2020 22:04,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,2020-12-18 22:00:00,2020,1,22.0
265,2020-12-01 17:00:00,2020-01-12 00:00:00,12-01-2020 19:08,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,2020-02-21 17:00:00,2020,1,19.0
266,2020-12-01 12:00:00,2020-01-12 01:00:00,12-01-2020 03:39,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,No,,2020,1,3.0
267,,2020-01-12 02:00:00,12-01-2020 08:13,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,No,,2020,1,8.0
268,,2020-01-12 03:00:00,12-01-2020 23:31,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,2020-01-24 10:00:00,2020,1,23.0
269,2020-12-01 14:00:00,2020-01-12 04:00:00,12-01-2020 08:35,Surat,590,ROBBERY,71,M,Other,Violent Crime,10,No,,2020,1,8.0
270,,2020-01-12 05:00:00,12-01-2020 07:42,Srinagar,491,SHOPLIFTING,50,M,Explosives,Other Crime,11,Yes,2020-02-28 00:00:00,2020,1,7.0
271,,2020-01-12 06:00:00,12-01-2020 08:31,Indore,586,DRUG OFFENSE,38,M,Blunt Object,Other Crime,8,No,,2020,1,8.0
272,,2020-01-12 07:00:00,12-01-2020 23:49,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,2020-02-06 20:00:00,2020,1,23.0
273,,2020-01-12 08:00:00,12-01-2020 11:51,Delhi,584,IDENTITY THEFT,36,M,Other,Violent Crime,3,No,,2020,1,11.0
274,,2020-01-12 09:00:00,12-01-2020 14:37,Bangalore,515,VEHICLE - STOLEN,56,F,Unknown,Violent Crime,6,No,,2020,1,14.0
275,,2020-01-12 10:00:00,13-01-2020 04:01,Bhopal,350,TRAFFIC VIOLATION,78,M,Blunt Object,Traffic Fatality,16,No,,2020,1,
276,,2020-01-12 11:00:00,13-01-2020 06:07,Ahmedabad,546,ASSAULT,21,M,Other,Violent Crime,1,No,,2020,1,
277,2020-12-01 23:00:00,2020-01-12 12:00:00,13-01-2020 10:15,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,No,,2020,1,
278,,2020-01-12 13:00:00,12-01-2020 13:29,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,No,,2020,1,13.0
279,,2020-01-12 14:00:00,13-01-2020 04:56,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,Traffic Fatality,8,Yes,2020-01-30 09:00:00,2020,1,
280,,2020-01-12 15:00:00,13-01-2020 04:19,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,2020-04-07 05:00:00,2020,1,
281,,2020-01-12 16:00:00,13-01-2020 10:14,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,No,,2020,1,
282,,2020-01-12 17:00:00,13-01-2020 00:49,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,2020-03-14 12:00:00,2020,1,
283,,2020-01-12 18:00:00,13-01-2020 01:20,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,No,,2020,1,
284,,2020-01-12 19:00:00,13-01-2020 03:34,Mumbai,481,ARSON,55,F,Unknown,Fire Accident,5,Yes,2020-03-28 19:00:00,2020,1,
285,,2020-01-12 20:00:00,13-01-2020 15:38,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,No,,2020,1,
286,,2020-01-12 21:00:00,13-01-2020 05:53,Mumbai,212,SHOPLIFTING,38,M,Other,Other Crime,11,Yes,2020-03-25 04:00:00,2020,1,
287,,2020-01-12 22:00:00,13-01-2020 16:05,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,2020-02-01 00:00:00,2020,1,
288,,2020-01-12 23:00:00,13-01-2020 01:39,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,2020-03-29 15:00:00,2020,1,
289,,2020-01-13 00:00:00,13-01-2020 15:29,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,2020-01-25 08:00:00,2020,1,
290,,2020-01-13 01:00:00,13-01-2020 10:14,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,No,,2020,1,
291,,2020-01-13 02:00:00,13-01-2020 08:25,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,No,,2020,1,
292,,2020-01-13 03:00:00,13-01-2020 20:23,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,No,,2020,1,
293,,2020-01-13 04:00:00,13-01-2020 11:50,Thane,289,BURGLARY,59,M,Poison,Other Crime,9,No,,2020,1,
294,,2020-01-13 05:00:00,13-01-2020 10:55,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,2020-02-07 17:00:00,2020,1,
295,,2020-01-13 06:00:00,13-01-2020 11:43,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,Yes,2020-03-07 15:00:00,2020,1,
296,,2020-01-13 07:00:00,13-01-2020 13:14,Kolkata,262,VANDALISM,62,M,Other,Other Crime,4,Yes,2020-01-25 17:00:00,2020,1,
297,,2020-01-13 08:00:00,13-01-2020 16:27,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,Traffic Fatality,5,No,,2020,1,
298,,2020-01-13 09:00:00,14-01-2020 04:47,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,19,Yes,2020-01-26 06:00:00,2020,1,
299,,2020-01-13 10:00:00,14-01-2020 04:55,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,No,,2020,1,
300,,2020-01-13 11:00:00,14-01-2020 04:57,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,2020-04-05 07:00:00,2020,1,
301,,2020-01-13 12:00:00,14-01-2020 08:43,Jaipur,390,IDENTITY THEFT,64,M,Unknown,Violent Crime,6,No,,2020,1,
302,,2020-01-13 13:00:00,14-01-2020 00:49,Chennai,206,ARSON,59,F,Unknown,Fire Accident,12,Yes,2020-04-09 01:00:00,2020,1,
303,,2020-01-13 14:00:00,13-01-2020 21:22,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,No,,2020,1,
304,,2020-01-13 15:00:00,13-01-2020 20:23,Kalyan,139,PUBLIC INTOXICATION,30,F,Unknown,Other Crime,11,Yes,2020-01-17 00:00:00,2020,1,
